,text,Trump,Biden,West,HOF
181,jennerific realDonaldTrump late mask dead already vote BidenHarris,Neutral mentions,Favor,Neither,Non-Hateful
182,CarolineRoseGiu this NEWLINE NEWLINE Joe Biden NEWLINE Kamala Harris NEWLINE NEWLINE Kamala Harris NEWLINE NEWLINE Just continuity year days Biden years Harris NEWLINE NEWLINE If understand constitution right that s possible,Neither,Neutral mentions,Neither,Non-Hateful
183,New iPhone Starbucks holiday drink Joe Biden Kamala one day peak Elections,Neither,Favor,Neither,Non-Hateful
184,documentary detail fascinate complex man also expose dark side US Saudi relationship Riveting infuriate note many us IC horrify Saudi behavior Jared Trump Congress let hook,Neutral mentions,Neither,Neither,Non-Hateful
185,Sadly country Trump s sheep which reality CULT stupid sham video tell true story Trump sheep TrumpsSheep TrumpLied KAmericansdied MAGA MAGA ConspiracyTrump CDC,Against,Neither,Neither,Non-Hateful
186,I m listen man need win November NEWLINE NEWLINE Joe sound act presidential NEWLINE NEWLINE Kick imposter White House NEWLINE NEWLINE BidenHarris NEWLINE TrumpLiesAmericansDie,Against,Favor,Neither,Non-Hateful
187,Hes infect others Dont dickhead Wear mask Wash hand Vote BidenHarris,Neither,Favor,Neither,Hateful
188,Oh hell politically correct VP Joe Biden Kamala Harris Presidential Election Period Get Use It realDonaldTrump Lost Election Big Time,Against,Neutral mentions,Neither,Non-Hateful
189,YGalanter admit go Ukraine get fake info Russia desperate F bigly TuckerCarlsonand Admitting president go foreign country take word Russia Ukraine undermine election MEANS democrat s right,Neutral mentions,Neither,Neither,Hateful
190,JoeBiden already home Joe People vote make sure stay there Sorry elect Kamala President,Neither,Mixed,Neither,Non-Hateful
191,trump hold stimulus shit hostage order benefit himself know PEOPLE trouble care power status VOTEBLUE BidenHarris,Against,Favor,Neither,Non-Hateful
192,RowdyRebel Loves President Donald Trump Much Starting Over PatriotsUnite Rev Engines Know Do IFB VoteRedToSaveAmerica Trump NEWLINE ConservativesCensored MAGA Together,Favor,Neither,Neither,Non-Hateful
193,Cher come sez Biden campaign NEWLINE This weekend award win singer actress Cher travel Nevada Arizona campaign behalf Joe Biden Kamala Harris Saturday Oct travel Las Vegas Sunday Oct travel Phoenix,Neither,Neutral mentions,Neither,Non-Hateful
194,realDonaldTrump hear this Im president United States president people agree me Damn shame tv show BidenHarris JoshMalina BradleyWhitford Richard Schiff AllisonBJanney RobLowe,Against,Favor,Neither,Non-Hateful
195,Former US Politician Called Coronavirus HOAX Dies Covid NEWLINE NEWLINE COVIDIOTS NEWLINE NEWLINE Former Nashville councillor TonyTenpenny die result complications relate Covid weekend NEWLINE NEWLINE MOG NEWLINE Texas NEWLINE BidenHarris NEWLINE,Neither,Favor,Neither,Hateful
196,Dwayne The Rock Johnson endorse Joe Biden Kamala Harris first public political back Fox News BidenHarris VoteBlueDownBallot,Neither,Favor,Neither,Non-Hateful
197,year blur fortunately LASIK vision doesnt be NEWLINE NEWLINE What hobby activity would like without need glass contact NEWLINE NEWLINE NEWLINE seelifeclearly lifewithoutlimits refractivesurgery lasik vision contact glass,Neither,Neither,Neither,Non-Hateful
198,WhiteHouse POTUS realDonaldTrump Medical treatments nationals US free like Britain learnfromuk UK BidenHarris,Neutral mentions,Favor,Neither,Non-Hateful
199,realDonaldTrump VOTE OUT NEWLINE VOTE OUT NEWLINE VOTE OUT NEWLINE The people speak BidenHarris,Against,Favor,Neither,Non-Hateful
200,like congratulate Kamala Harris become first female president let honest sleepy Joe aint last months go Jamaican run world bomboclaart BidenHarris trump,Neutral mentions,Against,Neither,Hateful
201,Amy Coney Barretts First Votes Could Throw Election Trump SmartNews NEWLINE NEWLINE Not vote big enough number Joe Kamala win blow out,Neutral mentions,Favor,Neither,Non-Hateful
202,washingtonpost PLEASE Like need go brain dead candidate like Joe Biden Biden melt down stutter stammer gaffe MSM pal still declare winner NEWLINE NEWLINE Trump FakeNews,Favor,Against,Neither,Hateful
203,hollygirl BaddCompani dont trust that Sorry NEWLINE VoteBlueToEndThisNightmare NEWLINE VoteBidenHarris NEWLINE RBGRevolution,Against,Favor,Neither,Non-Hateful
204,jclementsasu theSacredRebel momentum build TRUMP NEWLINE Don t hold back show support Trump NEWLINE We save World Planet one vote NEWLINE Say YES TRUMP Polls VoteTrump NEWLINE You r part change HISTORY Planet forever NEWLINE Highest Excitement Highest Joy Highest Experience,Favor,Neither,Neither,Non-Hateful
205,Joe Biden Kamala Harris go need prayers patience NEWLINE They inherit absolute nightmare that rebuild bottom up NEWLINE It s bad that get do,Neither,Favor,Neither,Non-Hateful
206,reminder Trump fire US pandemic response team,Against,Neither,Neither,Non-Hateful
207,JoeBiden KamalaHarris GLOVES OFF NEGATIVE ADS MUST GO BACK ON DOUBLE NEW AD CRIMINAL NEGLIGENCE TRUMP ADMINISTRATION PAST WEEK YEAR NEWLINE NEWLINE TIME FIGHT FIRE FIRE NEWLINE NEWLINE LETS CLOSE DEAL RESTORE ORDER NEWLINE NEWLINE BidenHarris BidenHarris,Neutral mentions,Favor,Neither,Non-Hateful
208,AnneFromMaine use street one Also another neighbor add blm BidenHarris sign yard Im alone anymore Love it,Neither,Favor,Neither,Non-Hateful
209,luckyladybe smc DavidJHarrisJr realDonaldTrump Agreed too Dems leave Trump,Favor,Neither,Neither,Non-Hateful
210,LouDobbs receive book today Ordered talk sign Love show Love grit Trump MAGA AmericaFirst InGodWeTrust SilentNoMore SaveTheUSA,Favor,Neither,Neither,Non-Hateful
211,BrexitBruno Tomularity ra nb wfa ry akattorney samanthamarika JusBoog sense logic isnt trump its wake sheep mainstream media brainwash people Joe Kamala corrupt politicians theyre leftists use black people vote forget them youll see,Neutral mentions,Against,Neither,Hateful
212,Man wish trump right socialist Kamala Harris Joe Biden be,Against,Favor,Neither,Non-Hateful
213,parody actually Trump campaign homepage juvenile homicidal sicko sham America depths may never recover make sure vote hope rebuild,Against,Neither,Neither,Hateful
214,cant stop come realDonaldTrump TuckerCarlson BurismaBiden BurismaBribedBiden Biden,Neutral mentions,Neutral mentions,Neither,Non-Hateful
215,maireadlynn So wait everyone get full suit NEWLINE NEWLINE Cause want stunt heauxs BidenHarris style too,Neither,Favor,Neither,Non-Hateful
216,anyone else notice trump refer Senator Hillary Clinton crook Hillary Former Vice President Biden sleepy Joe Senator Kamala Harris monster Classy huh Presidential hmm,Against,Neutral mentions,Neither,Non-Hateful
217,time BidenHarris dominate news NEWLINE NEWLINE I hope every day talk issue matter American people NEWLINE NEWLINE AmericaNeedsBiden VoteBidenHarris FreshTweets,Neither,Favor,Neither,Non-Hateful
218,Robin Blue Donald Trump suffer dain bramage,Against,Neither,Neither,Non-Hateful
219,DWUhlfelderLaw Hope VoteBlue,Neither,Favor,Neither,Non-Hateful
220,Liz Wheeler know would right president Kamala Joe elect,Neither,Neutral mentions,Neither,Non-Hateful
221,RichardGrenell JoeBiden Plagiarizers gonna Plagiarize NEWLINE Plagiarism NEWLINE BidenHarris NEWLINE NEWLINE Trump LandslideVictory,Favor,Against,Neither,Non-Hateful
222,Sure do GOPSuperSpreaders GOPCorruptionOverCountry GOPDeathCult TrumpCrimeFamily WearADamnMask KDeadAmericans BidenHarris VOTE VoteBlue,Against,Favor,Neither,Hateful
223,GOP realDonaldTrump years NOTHING VoteBlue,Against,Favor,Neither,Non-Hateful
224,JoeBiden Take energy BidenHarris,Neither,Favor,Neither,Non-Hateful
225,Hey fellow LOVELY VoteBlue Texans early vote Oct NEWLINE NEWLINE GovAbbott try SUPPRESS vote NEWLINE NEWLINE Vote early Person let s show GOP TexasGOP STEAL election NEWLINE NEWLINE VoterSuppression NEWLINE TrumpHasCovid,Against,Favor,Neither,Non-Hateful
226,believe this TrumpCovid Trump,Favor,Neither,Neither,Non-Hateful
227,Drexler daveoneillsf NephilumDaddy Politics Polls RedfieldWilton Gotcha Trump fool bud Im sorry doesnt give damn you ordinary American could care less cant understand economy wont come roar back COVID contain,Against,Neither,Neither,Non-Hateful
228,leak image donald trump NEWLINE NEWLINE TrumpIsALaughingStock NEWLINE Trump,Against,Neither,Neither,Non-Hateful
229,weaverXP yanksfan DebTalleyPsyD lwperkinsart toddstarnes JoeBiden KXEL POTUS Best luck Hope opinion hold fast tonight s debate President appreciate good competition NEWLINE NEWLINE Trump,Favor,Neutral mentions,Neither,Non-Hateful
230,CHIZMAGA cheat social media,Neither,Neither,Neither,Non-Hateful
231,TeamTrump realDonaldTrump Mr President right know thank steadfast Best President EVER Trump Trump LandslideVictory,Favor,Neither,Neither,Non-Hateful
232,Im low key little salty donate Biden campaign time never get stickers see you Joe Kamala Biden,Neither,Mixed,Neither,Non-Hateful
233,Trump win PA win re election,Neutral mentions,Neither,Neither,Non-Hateful
234,Cancel debate Buy airtime long form discus platform JoeBiden run on Would much return try get anything yr olds tantrum BidenHarris TrumpIsANationalDisgrace,Against,Favor,Neither,Hateful
235,fuck Joe Biden harm reduction like who think notoriously violent transphobe harm reduction think segregationist harm reduction NEWLINE NEWLINE Just admit real principles stop try guilt people vote oppressors,Neither,Against,Neither,Hateful
236,President realDonaldTrump Pennsylvania ask fracking Biden say would make sure its ELIMINATED,Neutral mentions,Neutral mentions,Neither,Non-Hateful
237,Hes go hospital hoax MAGA,Against,Neither,Neither,Non-Hateful
238,Annapurna Post So they re hop Trump win also want Kamala Harris win opposition elections Joe Biden Kamala Harris ally intention goal seem quite vague unusual,Neutral mentions,Neutral mentions,Neither,Non-Hateful
239,redcupcake sign Trump public space illegal sign yard BidenHarris sign yard,Neutral mentions,Favor,Neither,Non-Hateful
240,ey Joe Biden ya Hiding Song,Favor,Against,Neither,Non-Hateful
241,Gotta Love Guy Rebel Kick Everybody,Favor,Neither,Neither,Non-Hateful
242,MikeyNog bet Dr Fauci know trump never get it interview Tapper quote use trump ad get dark pretty much tell trump good idea use political purpose,Neutral mentions,Neither,Neither,Non-Hateful
243,DonnyTheMessiah realDonaldTrump Joe Biden Kamala Harris board ship sink survive AMERICA,Neutral mentions,Against,Neither,Non-Hateful
244,Wow FoxNews Chris Wallace see program past days past yrs DAMAGE CONTROL credibility fakenews Trump,Favor,Neither,Neither,Non-Hateful
245,Analyzing Trump s EPIC Strategy Win Election,Neutral mentions,Neither,Neither,Non-Hateful
246,AyaneKunoichi I think Donald Trump one real,Neutral mentions,Neither,Neither,Non-Hateful
247,America Begin MAGA Trump,Favor,Neither,Neither,Non-Hateful
248,Biden Refuses Answer Whether Plans Packing Supreme Court Sean Hannity,Favor,Neutral mentions,Neither,Non-Hateful
249,vote cancel one s I ve cancel vote decades satisfy RBGsDyingWish TrumpFailed TrumpLiedPeopleDied VoteBlue VoteBidenHarrisToSaveAmerica,Against,Favor,Neither,Non-Hateful
250,hatred Joe Biden Kamala Harris throw wind body tremble anticipation,Neither,Neutral mentions,Neither,Non-Hateful
251,Donald Trump BEST President,Favor,Neither,Neither,Non-Hateful
252,JohnnyBaxPoker zleights sure good day I m sure hear It ain t till over BTW still think good day Joe Biden win shortly after Kamala Harris become President United States America,Neither,Neutral mentions,Neither,Non-Hateful
253,adhere safety guidelines advocate others make feminineand thats somehow bad thing BidenHarris,Neither,Favor,Neither,Non-Hateful
254,j d wgggggggg modbee LOL Ill leave this good assessor people or businessness matter Whatever do please mask public please VoteBlueToSaveAmerica BidenHarris,Neither,Favor,Neither,Non-Hateful
255,SpeakerPelosi RepRaskin Trump continue show disrespect office time blatantly plan campaign government property NEWLINE NEWLINE The thing Trump appear mentally capable investigate US Ethics Committee NEWLINE NEWLINE,Against,Neither,Neither,Non-Hateful
256,Donald Trump try lose try burn down NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE JoeWillLeadUs NEWLINE Tariffs pay off,Against,Favor,Neither,Non-Hateful
257,NBCNews Tell BLM anarchists side hate Trump,Neutral mentions,Neither,Neither,Non-Hateful
258,Joe Biden HEAVILY limit exposure press public crucial weeks lead election biggest threat rely hour sprint NEWLINE NEWLINE This sign Read write wall America Vote accordingly NEWLINE NEWLINE trump,Favor,Against,Neither,Non-Hateful
259,HMcdoolittle would sell grandkids that course would do probably get cut troop off At least less interest loanWe know tell Oligarchs secrets white house already picture prove it PutinsPuppet BidenHarris,Against,Favor,Neither,Hateful
260,icecube accept well deserve criticism Trump win November immediately forget you NEWLINE NEWLINE Cuzthatswhatsgonnahappen,Against,Neither,Neither,Non-Hateful
261,funny watch Democrats head explode Trumps nomination Amy Coney Barrett NEWLINE AmyConeyBarrett NEWLINE SCOTUSNomination NEWLINE Trump NEWLINE Trump LandslideVictory,Favor,Neither,Neither,Non-Hateful
262,Prime Minister Justin Trudeau say government brace potential disruptions U S election result clear NEWLINE We need ready outcomes say,Neither,Neither,Neither,Non-Hateful
263,Obama know NEWLINE NEWLINE Biden know NEWLINE NEWLINE Kamala know NEWLINE NEWLINE and Creepy Joe great father get son rehab instead use addict son benefit JoeIsATerribleFather,Neither,Against,Neither,Hateful
264,ensure Biden Harris Senate win distribute Biden Harris sign neighborhood today write PostcardsToVoters JonOssoff BidenHarris,Neither,Favor,Neither,Non-Hateful
265,DearAuntCrabby Would put past him especially deflect FLOTUS bullshit too NEWLINE VoteBlue TrumpVirus TrumpKnew VoteBlue,Against,Favor,Neither,Hateful
266,sarahcpr Im old school Ive always Vote day of Joe Biden Kamala Harris Democratic Party respect Oh way Nextflix Awesome piece work People love it go girl Vote Voice Vote,Neither,Favor,Neither,Non-Hateful
267,Nancy Pelosi think try impeach President drive vote President Trump fool FillTheSeat Trump,Favor,Neither,Neither,Non-Hateful
268,haahah love it Thank JoeBiden great sense humor WeLoveJoe BidenHarris ToSaveAmerica BidenHarrisToSaveAmerica Biden Debates,Neither,Favor,Neither,Non-Hateful
269,Please local branch Army National Guard who ve activate go Louisville NEWLINE NEWLINE Pray military LEO s clean chaos create leave NEWLINE NEWLINE realDonaldTrump ThanQ NEWLINE Trump NEWLINE,Favor,Neither,Neither,Non-Hateful
270,B Malmet Mike Pence better plexi glass play live BidenHarris,Against,Favor,Neither,Non-Hateful
271,education system break democrats teacher unions destroy America s edge Are black go get school choice Joe Kamala clearly no Democrats destroy integrity electoral process legally block access view law MAGA TRUMP,Favor,Against,Neither,Non-Hateful
