HITId,tweet,sentiment,directness,annotator_sentiment,target,group
207,في بلادي امرأة غير متزوجة تسمى بايرة,normal,indirect,indifference,other,women
208,@user @user لا وزعلانه ان عنده كرش ومتزوج كثير مع انه ما سوى شي حرام يافاجره يافاسده متبرجه,offensive,direct,shock,gender,women
209,اللاجئون وشبكات التهريب بهدف لم شمل العائلة @url,normal,indirect,fear_indifference,other,refugees
210,والاحصائيات والأرقام المنشورة عن حالات التحرش والاستغلال هذي وش نسميها,normal,indirect,sadness,other,other
211,ديوث اختك او امك وتحب تديث,offensive,indirect,disgust,other,other
212,شرب بول البعير يخلق الهلوسة فااجتنبوه لعلكم تفلحون ههههههههه @user,disrespectful,indirect,shock,other,other
213,صباح الورد و تباً لمجموعة الثمانين  خنزير @url,hateful,indirect,anger_confusion_shock_indifference,origin,other
214,مع خنازير إنجلترا كي لا يدربهم #زيدان,abusive_disrespectful,direct,indifference,other,other
215,اهنيهم حافظو على شرفهم رغم كثرة التحرش والترويض @url,normal,indirect,shock,gender,women
216,@user @user @user لو كانت متبرجه تلقاها في جميع القنوات أولها القذره ام بي سي,offensive,direct,indifference,other,women
217,دونكم إنكارهم فطرة الرجل عندما يجالس إمرأة متبرجة،فيعدون ذلك طبيعيا ولايفضي إلى محرم!,normal,indirect,sadness_indifference,other,individual
218,@user @user @user @user فرض شرعي رباني  ماشغلك البحاسب ربنا حسب كلامك التحرش حرية شخ… @url,disrespectful_normal,direct,anger_confusion_sadness_shock_indifference,gender,individual
219,@user @user @user ههههههههع مصدق نفس هوه الي واجه الجيش العراقي  يا شارب بول البعير ما تسترجي على گولت اخوانا السوريين,abusive_disrespectful,direct,shock,other,individual
220,@user @user خنزير المجوس,hateful,direct,indifference,other,individual
221,للي تصور تبعد عن صور الحريم والصراخ  والله شيء ماهو حلو بحق شاعرنا ولا بكم أبتعدوا عن الصراخ ليش تصرخون.   وشكرا لك… @url,normal,indirect,indifference,gender,women
222,@user @user بس مو كلّهم،وحتى احنا عندنا ناس لسانهم وسخ محنا ملائكه,disrespectful_normal,indirect,indifference_disgust,other,other
223,@user @user لعنكم الله يا خنازير يا ابناء القردة,hateful,direct,shock_disgust,other,other
224,@user @user مملكة شاربي بول البعير,offensive,direct,indifference,origin,other
225,واما بعد الان فقرة التحرش الله يعينه الي تجي عليه عاد بعد ل١٠,normal,indirect,indifference,gender,women
226,برا يا خنازير يا مخنايث وخذو معكم جونز,offensive,direct,indifference,other,other
227,- خنازير هالغرب,normal,indirect,indifference,other,other
228,@user @user شف من يحكم رجال يمشي بزوجة متبرجة وتخالط الرجال وتلامسهم وش الرجي من اشكالك خل الرجولة عنك وحم اهلك من الي استعمروك,offensive,direct,shock,gender,women
229,مااعرف ليش بعض الحريم تحسس العالم ان الرجال عضو من اعضائها لو نقص ولا ماكان موجود بتجلسين…,offensive,indirect,shock_indifference,gender,women
230,@user @user @user @user @user موكتلك بول البعير مأثر عليك ايران بحدودك روحوا حاربوها ان كنتم رجال,normal,direct,shock,other,other
231,@user @user @user تشرفنا يا خنزير .. علي الأقل ننال شرف القضاء علي ارهابي نجس مثلك ونريح العال… @url,hateful,direct,indifference,other,individual
232,بالعادة المتسعودين المسعورين بيستعملوا المنشار تحت تاثير تناول بول البعير..!! @url,hateful,direct,indifference,origin,other
233,#غطي_وجهك مفروظ يعاقبونه بقانون التحرش ٥ سنين سجن و٥٠٠ الف ريال غرامه,offensive,direct,indifference,other,women
234,@user @user الاغلبيه متبرجه,abusive_normal,indirect,shock,other,women
235,مع إني ضد الشتيمة، بس تركي اَل الشيخ (شوال البطاطا)، ومن يمثلهم، واللي بيدافعوا عنه، وسائر كوكب شاربي بول البعير =… @user,offensive,direct,indifference,other,individual
236,عىد نسويات خنزير @url,offensive,indirect,sadness,other,women
237,@user @user واكا غير مسلمه نجيبها هنا متبرجة شبه عاريه ونتفرج فيها نقول غير مسلمة اوووم المرض الي فيكم ياشيخه… @url,abusive_normal,indirect,shock,gender,individual
238,@user @user @user بول البعير ولا بول المعمم ههههههههههه,abusive_disrespectful,direct,anger_disgust,other,other
239,@user @user @user اكيد ، شرابين بول البعير في وادي والشعوب الثانيه في وداي اخر,offensive,direct,anger_disgust,origin,other
240,يا عرص يا وسخ، معجب بديمقراطية امريكيا، وتلعن من يريد نفس الخيار في بلادك وفي بلدان المنطقة.. @url,offensive,direct,sadness,other,individual
241,٨٠٪ من قضايا #التحرش والأعتداءات الجنسيه على البنات القاصرات  التي وصلتني كان سببها إهمال #الأم وانشغالها بمشاويرها… @url,normal,direct,anger_fear_shock_sadness_disgust,gender,women
242,جايه بفستانها وتستلم جايزة افضل لاعبة خربوا الكورة الحريم والله,offensive,direct,indifference,gender,women
243,@user @user @user يا خنزير  لا  تستعجل.  جايكم الدور  خلينا نربيكم في اليمن ونربي قطر. و… @url,hateful,direct,indifference,origin,individual
244,الأهم من كل ده المطلوب محسبة الجاني ان كان فرد او جماعة مش اكتر ومنقبلش ان خنزير يقول فرض عقوبات علي السعودية ولا ح… @url,abusive_offensive_disrespectful_hateful_normal,indirect,indifference,other,other
245,شفت قبل قليل امراة متبرجة و كتبت هذا الكلام على المنديل و خليت العامل يعطي المنديل زو… @url,offensive,indirect,indifference_disgust,other,women
246,نحن عرب لا نستحي ، تركنا خنازير تحكمنا بلا حياء ، حتى الغوا الإسلام ، وعاثوا في الأرض فسادا،نشروا الرزيلة من المحيط… @url,fearful_abusive_offensive_hateful_disrespectful,direct,indifference,other,arabs
247,ما تفكر كل الناس متلكم يا شاربي بول البعير,hateful,indirect,disgust,origin,other
248,بعد ازدياد نسبة التحرش في السنوات الأخيرة.. العراق يدرس قانونا لنشر قاعدة بيانات تتضمن أسماء المتحرشين فيما اعتبره… @url,normal,indirect,indifference_disgust,other,other
249,شغل الحريم بلاش منه .,offensive_normal,indirect,shock,other,women
250,لم تكوني بتتونسي مع صحباتك وهم متزوجات وانتي بايره  @url,abusive_disrespectful,direct,shock,other,women
251,حوادث التحرش تحدث كثيراً في السودان وغيره، مسارها الطبيعي أن يتجه الطرفان إلى القانون وأحياناً تأخذ الفتاة حقها في… @url,normal,indirect,indifference,gender,women
252,خنازير الارض طلعوا من الكاس هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,abusive_disrespectful,indirect,indifference_disgust,other,other
253,ويجيك رافضي بهيم ويقلك سيدنا عمر كسر ضلع فاطمه  وسيدنا علي يتفرج  غيره سيدنا علي من السواك  علي فاطمه مابالك احد يكسر ضلع زوجته.,offensive_normal,indirect,indifference,other,other
