,corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
126,zampieri2019: Offensive Posts in Social Media,              Followed all new MAGA Please follow back ,0,Followed new MAGA Please follow back,Followed new MAGA Please follow back
127,zampieri2019: Offensive Posts in Social Media, Protests Reported in Sunderland Except these are football fan and one flag says WestBrom on it Getting worse now even as I type MAGA MEGA MBGA MCGA Conservatives Patriots Muslims FarLeft Leftists doomed to lose but do not realises it CivilWar soon ,0,Protests Reported Sunderland Except football fan one flag say WestBrom Getting worse even I type MAGA MEGA MBGA MCGA Conservatives Patriots Muslims FarLeft Leftists doomed lose realises CivilWar soon,Protests Reported Sunderland Except football fan one flag say WestBrom Getting worse even I type MAGA MEGA MBGA MCGA Conservatives Patriots Muslims FarLeft Leftists doomed lose realises CivilWar soon
128,zampieri2019: Offensive Posts in Social Media,  Liberals would still vote for him They ll claim his comments were Taken out of context and that he is still a man of integrity ,0,Liberals would still vote They claim comment Taken context still man integrity,Liberals would still vote They claim comment Taken context still man integrity
129,zampieri2019: Offensive Posts in Social Media,   We have been saved from you MAGA ,2,We saved MAGA,We saved MAGA
130,zampieri2019: Offensive Posts in Social Media,  You are bringing up honor and decency With that yoyo in the picture That s rich ,0,You bringing honor decency With yoyo picture That rich,You bringing honor decency With yoyo picture That rich
131,zampieri2019: Offensive Posts in Social Media,  Good riddance ,0,Good riddance,Good riddance
132,zampieri2019: Offensive Posts in Social Media,  She is a goddess,0,She goddess,She goddess
133,zampieri2019: Offensive Posts in Social Media,  Omg xD The worst or the best in my case is the best cuase it made me laught part was her asking is he dead does that hurts poor thing and the rest standin there like nope he is no suffering so he is dead yeah pretty dead ,0,Omg xD The worst best case best cuase made laught part asking dead hurt poor thing rest standin like nope suffering dead yeah pretty dead,Omg xD The worst best case best cuase made laught part asking dead hurt poor thing rest standin like nope suffering dead yeah pretty dead
134,zampieri2019: Offensive Posts in Social Media,  You can probably imagine all the SJW snowflakes that don t feel safe working where there might be conservatives lurking in the shadows Conservatives are now the Ruskies of the st century ,2,You probably imagine SJW snowflake feel safe working might conservative lurking shadow Conservatives Ruskies st century,You probably imagine SJW snowflake feel safe working might conservative lurking shadow Conservatives Ruskies st century
135,zampieri2019: Offensive Posts in Social Media,   I see May in the same light as yourself Even the last election was about her and not the Conservatives A split is coming to the Tory partyvery soon ,0,I see May light Even last election Conservatives A split coming Tory partyvery soon,I see May light Even last election Conservatives A split coming Tory partyvery soon
136,zampieri2019: Offensive Posts in Social Media,  This all I get damn these haters deleting you IG for no reason ,2,This I get damn hater deleting IG reason,This I get damn hater deleting IG reason
137,zampieri2019: Offensive Posts in Social Media,  Do you think Canadian liberals will actually blame Trudeau if he costs them this Or as per standard push it off on us ,0,Do think Canadian liberal actually blame Trudeau cost Or per standard push u,Do think Canadian liberal actually blame Trudeau cost Or per standard push u
138,zampieri2019: Offensive Posts in Social Media,  You warned everyone about Josh Gordon the last months on a daily basis I m sure you are as shocked as I am of what transpired today ,0,You warned everyone Josh Gordon last month daily basis I sure shocked I transpired today,You warned everyone Josh Gordon last month daily basis I sure shocked I transpired today
139,zampieri2019: Offensive Posts in Social Media,    Why can t liberals read READ it AGAIN ,0,Why liberal read READ AGAIN,Why liberal read READ AGAIN
140,zampieri2019: Offensive Posts in Social Media,  SJSHSJ THATS MY JOB BITCH,2,SJSHSJ THATS MY JOB BITCH,SJSHSJ THATS MY JOB BITCH
141,zampieri2019: Offensive Posts in Social Media,  Do they discuss Haiti ,0,Do discus Haiti,Do discus Haiti
142,zampieri2019: Offensive Posts in Social Media,    What part of NO COLLUSION don t you get This is why you are a dumocrat,2,What part NO COLLUSION get This dumocrat,What part NO COLLUSION get This dumocrat
143,zampieri2019: Offensive Posts in Social Media,  He is very skilled ,0,He skilled,He skilled
144,zampieri2019: Offensive Posts in Social Media,  You are amazing ,0,You amazing,You amazing
145,zampieri2019: Offensive Posts in Social Media,  Fist pump was for the troops ,0,Fist pump troop,Fist pump troop
146,zampieri2019: Offensive Posts in Social Media,  if the reason for Farakans illegal values are because he is black or Muslim that would be a reason to detest him I believe his illegal values are simply a result of bad character like his supporters ,2,reason Farakans illegal value black Muslim would reason detest I believe illegal value simply result bad character like supporter,reason Farakans illegal value black Muslim would reason detest I believe illegal value simply result bad character like supporter
147,zampieri2019: Offensive Posts in Social Media,  Let the leftist democrats riot in the streets with their antifa counterparts ,2,Let leftist democrat riot street antifa counterpart,Let leftist democrat riot street antifa counterpart
148,zampieri2019: Offensive Posts in Social Media,  I thought Canada had strict gun control Help me understand what is happening ,0,I thought Canada strict gun control Help understand happening,I thought Canada strict gun control Help understand happening
149,zampieri2019: Offensive Posts in Social Media,  They don t want you following people because they don t like conservatives Sickening how biased Twitter s management is TwitterLeftBias,0,They want following people like conservative Sickening biased Twitter management TwitterLeftBias,They want following people like conservative Sickening biased Twitter management TwitterLeftBias
150,zampieri2019: Offensive Posts in Social Media,  He is doing life tho ,0,He life tho,He life tho
151,zampieri2019: Offensive Posts in Social Media,  It s SO VERY IMPORTANT between now and the midterms to get the word out that all the democrats want people of color to believe is they support them which as you know is SO false How can the word spread even more to those who need to know MAGA NAACP,0,It SO VERY IMPORTANT midterm get word democrat want people color believe support know SO false How word spread even need know MAGA NAACP,It SO VERY IMPORTANT midterm get word democrat want people color believe support know SO false How word spread even need know MAGA NAACP
152,zampieri2019: Offensive Posts in Social Media,   ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached ,2,ANTIFA giving death threat professor Ford threatening violence candidate loses Spanky impeached,ANTIFA giving death threat professor Ford threatening violence candidate loses Spanky impeached
153,zampieri2019: Offensive Posts in Social Media,    Have you seen or listened to your ANTIFA pals ,0,Have seen listened ANTIFA pal,Have seen listened ANTIFA pal
154,zampieri2019: Offensive Posts in Social Media,   In case of antifa take a little bat or something Good for you more of should do that kind of thing ,0,In case antifa take little bat something Good kind thing,In case antifa take little bat something Good kind thing
155,zampieri2019: Offensive Posts in Social Media,  Your titles scare me a little bit ,0,Your title scare little bit,Your title scare little bit
156,zampieri2019: Offensive Posts in Social Media,  gt Eradicating HIV and Malaria in the middle of Africa Good bloody luck,0,gt Eradicating HIV Malaria middle Africa Good bloody luck,gt Eradicating HIV Malaria middle Africa Good bloody luck
157,zampieri2019: Offensive Posts in Social Media,   The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade ableg cdnpoli,0,The interaction Tory volunteer FCP volunteer I witnessed today one demanding float moved back parade ableg cdnpoli,The interaction Tory volunteer FCP volunteer I witnessed today one demanding float moved back parade ableg cdnpoli
158,zampieri2019: Offensive Posts in Social Media,  And who seems to be getting things done ,0,And seems getting thing done,And seems getting thing done
159,zampieri2019: Offensive Posts in Social Media,I added a video to a  playlist Combat mon frere vs Ismael et Maga assassin vs David le boxer YFC ,0,I added video playlist Combat mon frere v Ismael et Maga assassin v David le boxer YFC,I added video playlist Combat mon frere v Ismael et Maga assassin v David le boxer YFC
160,zampieri2019: Offensive Posts in Social Media,  So has the Law changed you just make an allegation now days and your guilty until proven innocent Liberals are mentally ill ,2,So Law changed make allegation day guilty proven innocent Liberals mentally ill,So Law changed make allegation day guilty proven innocent Liberals mentally ill
161,zampieri2019: Offensive Posts in Social Media,  Straight up different Thank Joe Biden for that one I also wonder the outcome if her name had been Antifa Hill ,0,Straight different Thank Joe Biden one I also wonder outcome name Antifa Hill,Straight different Thank Joe Biden one I also wonder outcome name Antifa Hill
