corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hate-speech-dataset,Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics,0,Negro holding camera laughs glee  Dailymotion  Agression raciste contre une jeune fille blanche  France  une vidéo News  Politics,Negro holding camera laughs glee  Dailymotion  Agression raciste contre une jeune fille blanche  France  une vidéo News  Politics
hate-speech-dataset,What happens when Popeye 's runs out of chicken YouTube - Popeyes Freakout ( Ghetto Vers .,0,What happens Popeye s runs chicken YouTube  Popeyes Freakout  Ghetto Vers ,What happens Popeye s runs chicken YouTube  Popeyes Freakout  Ghetto Vers 
hate-speech-dataset,"2.0 ) * Does contain alot of profanity , so you have been forewarned *",0,   Does contain alot profanity  forewarned ,   Does contain alot profanity  forewarned 
hate-speech-dataset,Negro rainforest `` music ''.,0,Negro rainforest  music  ,Negro rainforest  music  
hate-speech-dataset,"( If you click the video , the video comments are full of self-hating whites ) : YouTube - BAKA RAINFOREST PEOPLE YODELLERS",0, If click video  video comments full selfhating whites   YouTube  BAKA RAINFOREST PEOPLE YODELLERS, If click video  video comments full selfhating whites   YouTube  BAKA RAINFOREST PEOPLE YODELLERS
hate-speech-dataset,What the ...,0,What ,What 
hate-speech-dataset,"Non-Muslim Michigan High School students wear hijabs in school for class lesson to `` explore religion and identity '' | Pamela Geller , Atlas Shrugs",0,NonMuslim Michigan High School students wear hijabs school class lesson  explore religion identity   Pamela Geller  Atlas Shrugs,NonMuslim Michigan High School students wear hijabs school class lesson  explore religion identity   Pamela Geller  Atlas Shrugs
hate-speech-dataset,I have n't been able to finish watching even one of these videos .,0,I nt able finish watching even one videos ,I nt able finish watching even one videos 
hate-speech-dataset,As soon as I hear them uttering their monkey gibberish I feel like smashing my computer screen with my fist .,2,As soon I hear uttering monkey gibberish I feel like smashing computer screen fist ,As soon I hear uttering monkey gibberish I feel like smashing computer screen fist 
hate-speech-dataset,That would be too expensive .,0,That would expensive ,That would expensive 
hate-speech-dataset,Thanks.,0,Thanks ,Thanks 
hate-speech-dataset,I hope this will catch on like the 14 words .,0,I hope catch like  words ,I hope catch like  words 
hate-speech-dataset,If anyone wants to post it in other forums feel free to do so .,0,If anyone wants post forums feel free ,If anyone wants post forums feel free 
hate-speech-dataset,"It is very hard for average Whites to see their own disenfranchisement , let alone realize that it is planned .",0,It hard average Whites see disenfranchisement  let alone realize planned ,It hard average Whites see disenfranchisement  let alone realize planned 
hate-speech-dataset,This is because much of the disenfranchisement is by way of destroying White cultural identity and pride .,0,This much disenfranchisement way destroying White cultural identity pride ,This much disenfranchisement way destroying White cultural identity pride 
hate-speech-dataset,So contributing and participating in any way to opportunities to instill pride in White ethnic heritage and even White American ethnic heritage will go a long way in helping them recognize what is being taken away .,0,So contributing participating way opportunities instill pride White ethnic heritage even White American ethnic heritage go long way helping recognize taken away ,So contributing participating way opportunities instill pride White ethnic heritage even White American ethnic heritage go long way helping recognize taken away 
hate-speech-dataset,Pffffft!,0,Pffffft ,Pffffft 
hate-speech-dataset,"Ive seen that crap too , and thought WTF ?",0,Ive seen crap  thought WTF ,Ive seen crap  thought WTF 
hate-speech-dataset,I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,2,I picture baby monkey  save rainforest comercial whatever,I picture baby monkey  save rainforest comercial whatever
hate-speech-dataset,The only thing holding us back are our traitors and the 40billion anti-european people of the earth that flourished on our technology .,0,The thing holding us back traitors  antieuropean people earth flourished technology ,The thing holding us back traitors  antieuropean people earth flourished technology 
hate-speech-dataset,"Thanks for saving the picture but the one I saw was a black guy looking at a laptop and a White girl sitting next to him , laughing and hanging on him also looking at the laptop but they did n't show what was on the laptop .",0,Thanks saving picture one I saw black guy looking laptop White girl sitting next  laughing hanging also looking laptop nt show laptop ,Thanks saving picture one I saw black guy looking laptop White girl sitting next  laughing hanging also looking laptop nt show laptop 
hate-speech-dataset,They were in a living room sitting on the couch implying that they were a couple .,0,They living room sitting couch implying couple ,They living room sitting couch implying couple 
hate-speech-dataset,Its really sad how so many whites just don`t even care and there actually happy that this is coming to be .,0,Its really sad many whites  even care actually happy coming ,Its really sad many whites  even care actually happy coming 
hate-speech-dataset,There's more sex and sleaze condensed on the shelves of the check out line than you 'll get in 2 hours of TV - and 2 hours of TV is lethal to your spirit !,0,There s sex sleaze condensed shelves check line ll get  hours TV   hours TV lethal spirit ,There s sex sleaze condensed shelves check line ll get  hours TV   hours TV lethal spirit 
hate-speech-dataset,"And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :",0,And husband Tom Brady  goodlooking White Nordic guy  Here s photo  white  children ,And husband Tom Brady  goodlooking White Nordic guy  Here s photo  white  children 
hate-speech-dataset,I actually celebrate Black History Month .,0,I actually celebrate Black History Month ,I actually celebrate Black History Month 
hate-speech-dataset,I have a dream - one of these days Black occupation of America will be history !,2,I dream  one days Black occupation America history ,I dream  one days Black occupation America history 
hate-speech-dataset,"Pathological killers , they are .",2,Pathological killers  ,Pathological killers  
hate-speech-dataset,Jews have been poisoning wells since Biblical times .,2,Jews poisoning wells since Biblical times ,Jews poisoning wells since Biblical times 
hate-speech-dataset,No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,2,No wonder bad shape tribe charge White House Congress ,No wonder bad shape tribe charge White House Congress 
hate-speech-dataset,The Jew represents the snake .,2,The Jew represents snake ,The Jew represents snake 
hate-speech-dataset,All you need is to cut off it 's head and the rest of the problems will crumble away with ease,2,All need cut s head rest problems crumble away ease,All need cut s head rest problems crumble away ease
hate-speech-dataset,"I hate to see such beautiful white females become victims of these sick , violent merciless animals .",2,I hate see beautiful white females become victims sick  violent merciless animals ,I hate see beautiful white females become victims sick  violent merciless animals 
hate-speech-dataset,Separation is the only answer !,2,Separation answer ,Separation answer 
hate-speech-dataset,White Power !,0,White Power ,White Power 
hate-speech-dataset,White Americans and White Europeons have too few children .,0,White Americans White Europeons children ,White Americans White Europeons children 
hate-speech-dataset,Other than the Amish no other group of whites have large families .,0,Other Amish group whites large families ,Other Amish group whites large families 
hate-speech-dataset,Honestly the better idea is private schools for our people ; the average parent is a poor teacher .,0,Honestly better idea private schools people  average parent poor teacher ,Honestly better idea private schools people  average parent poor teacher 
hate-speech-dataset,The muslims have ultra strict racialist private schools the world over ; why do n't whites ?,0,The muslims ultra strict racialist private schools world  nt whites ,The muslims ultra strict racialist private schools world  nt whites 
