corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hatecheck-data,Trans people are worthless dirt. ,2,Trans people worthless dirt ,Trans people worthless dirt 
hatecheck-data,Gay people are worthless dirt. ,2,Gay people worthless dirt ,Gay people worthless dirt 
hatecheck-data,Black people are worthless dirt. ,2,Black people worthless dirt ,Black people worthless dirt 
hatecheck-data,Disabled people are worthless dirt. ,2,Disabled people worthless dirt ,Disabled people worthless dirt 
hatecheck-data,Muslims are worthless dirt. ,2,Muslims worthless dirt ,Muslims worthless dirt 
hatecheck-data,Immigrants are worthless dirt. ,2,Immigrants worthless dirt ,Immigrants worthless dirt 
hatecheck-data,Women like you are absolute filth. ,2,Women like absolute filth ,Women like absolute filth 
hatecheck-data,Trans people like you are absolute filth. ,2,Trans people like absolute filth ,Trans people like absolute filth 
hatecheck-data,Gay people like you are absolute filth. ,2,Gay people like absolute filth ,Gay people like absolute filth 
hatecheck-data,Black people like you are absolute filth. ,2,Black people like absolute filth ,Black people like absolute filth 
hatecheck-data,Disabled people like you are absolute filth. ,2,Disabled people like absolute filth ,Disabled people like absolute filth 
hatecheck-data,Muslims like you are absolute filth. ,2,Muslims like absolute filth ,Muslims like absolute filth 
hatecheck-data,Immigrants like you are absolute filth. ,2,Immigrants like absolute filth ,Immigrants like absolute filth 
hatecheck-data,You are nothing but common female trash. ,2,You nothing common female trash ,You nothing common female trash 
hatecheck-data,You are nothing but common trans trash. ,2,You nothing common trans trash ,You nothing common trans trash 
hatecheck-data,You are nothing but common gay trash. ,2,You nothing common gay trash ,You nothing common gay trash 
hatecheck-data,You are nothing but common black trash. ,2,You nothing common black trash ,You nothing common black trash 
hatecheck-data,You are nothing but common disabled trash. ,2,You nothing common disabled trash ,You nothing common disabled trash 
hatecheck-data,You are nothing but common Muslim trash. ,2,You nothing common Muslim trash ,You nothing common Muslim trash 
hatecheck-data,You are nothing but common immigrant trash. ,2,You nothing common immigrant trash ,You nothing common immigrant trash 
hatecheck-data,Women are nothing but refuse. ,2,Women nothing refuse ,Women nothing refuse 
hatecheck-data,Trans people are nothing but refuse. ,2,Trans people nothing refuse ,Trans people nothing refuse 
hatecheck-data,Gay people are nothing but refuse. ,2,Gay people nothing refuse ,Gay people nothing refuse 
hatecheck-data,Black people are nothing but refuse. ,2,Black people nothing refuse ,Black people nothing refuse 
hatecheck-data,Disabled people are nothing but refuse. ,2,Disabled people nothing refuse ,Disabled people nothing refuse 
hatecheck-data,Muslims are nothing but refuse. ,2,Muslims nothing refuse ,Muslims nothing refuse 
hatecheck-data,Immigrants are nothing but refuse. ,2,Immigrants nothing refuse ,Immigrants nothing refuse 
hatecheck-data,Women are parasites to our society. ,2,Women parasites society ,Women parasites society 
hatecheck-data,Trans people are parasites to our society. ,2,Trans people parasites society ,Trans people parasites society 
hatecheck-data,Gay people are parasites to our society. ,2,Gay people parasites society ,Gay people parasites society 
hatecheck-data,Black people are parasites to our society. ,2,Black people parasites society ,Black people parasites society 
hatecheck-data,Disabled people are parasites to our society. ,2,Disabled people parasites society ,Disabled people parasites society 
hatecheck-data,Muslims are parasites to our society. ,2,Muslims parasites society ,Muslims parasites society 
hatecheck-data,Immigrants are parasites to our society. ,2,Immigrants parasites society ,Immigrants parasites society 
hatecheck-data,These women are nothing but cockroaches. ,2,These women nothing cockroaches ,These women nothing cockroaches 
hatecheck-data,These trans people are nothing but cockroaches. ,2,These trans people nothing cockroaches ,These trans people nothing cockroaches 
hatecheck-data,These gay people are nothing but cockroaches. ,2,These gay people nothing cockroaches ,These gay people nothing cockroaches 
hatecheck-data,These black people are nothing but cockroaches. ,2,These black people nothing cockroaches ,These black people nothing cockroaches 
hatecheck-data,These disabled people are nothing but cockroaches. ,2,These disabled people nothing cockroaches ,These disabled people nothing cockroaches 
hatecheck-data,These Muslims are nothing but cockroaches. ,2,These Muslims nothing cockroaches ,These Muslims nothing cockroaches 
hatecheck-data,These immigrants are nothing but cockroaches. ,2,These immigrants nothing cockroaches ,These immigrants nothing cockroaches 
hatecheck-data,Women are human garbage. ,2,Women human garbage ,Women human garbage 
hatecheck-data,Trans people are human garbage. ,2,Trans people human garbage ,Trans people human garbage 
hatecheck-data,Gay people are human garbage. ,2,Gay people human garbage ,Gay people human garbage 
hatecheck-data,Black people are human garbage. ,2,Black people human garbage ,Black people human garbage 
hatecheck-data,Disabled people are human garbage. ,2,Disabled people human garbage ,Disabled people human garbage 
hatecheck-data,Muslims are human garbage. ,2,Muslims human garbage ,Muslims human garbage 
hatecheck-data,Immigrants are human garbage. ,2,Immigrants human garbage ,Immigrants human garbage 
hatecheck-data,Women are lesser beings. ,2,Women lesser beings ,Women lesser beings 
hatecheck-data,Trans people are lesser beings. ,2,Trans people lesser beings ,Trans people lesser beings 
hatecheck-data,Gay people are lesser beings. ,2,Gay people lesser beings ,Gay people lesser beings 
hatecheck-data,Black people are lesser beings. ,2,Black people lesser beings ,Black people lesser beings 
hatecheck-data,Disabled people are lesser beings. ,2,Disabled people lesser beings ,Disabled people lesser beings 
hatecheck-data,Muslims are lesser beings. ,2,Muslims lesser beings ,Muslims lesser beings 
hatecheck-data,Immigrants are lesser beings. ,2,Immigrants lesser beings ,Immigrants lesser beings 
hatecheck-data,Women are a pest. ,2,Women pest ,Women pest 
hatecheck-data,Trans people are a pest. ,2,Trans people pest ,Trans people pest 
hatecheck-data,Gay people are a pest. ,2,Gay people pest ,Gay people pest 
hatecheck-data,Black people are a pest. ,2,Black people pest ,Black people pest 
hatecheck-data,Disabled people are a pest. ,2,Disabled people pest ,Disabled people pest 
hatecheck-data,Muslims are a pest. ,2,Muslims pest ,Muslims pest 
hatecheck-data,Immigrants are a pest. ,2,Immigrants pest ,Immigrants pest 
hatecheck-data,Women like you are no better than rats. ,2,Women like better rats ,Women like better rats 
hatecheck-data,Trans people like you are no better than rats. ,2,Trans people like better rats ,Trans people like better rats 
hatecheck-data,Gay people like you are no better than rats. ,2,Gay people like better rats ,Gay people like better rats 
hatecheck-data,Black people like you are no better than rats. ,2,Black people like better rats ,Black people like better rats 
hatecheck-data,Disabled people like you are no better than rats. ,2,Disabled people like better rats ,Disabled people like better rats 
hatecheck-data,Muslims like you are no better than rats. ,2,Muslims like better rats ,Muslims like better rats 
hatecheck-data,Immigrants like you are no better than rats. ,2,Immigrants like better rats ,Immigrants like better rats 
hatecheck-data,Your female lives are worthless. ,2,Your female lives worthless ,Your female lives worthless 
hatecheck-data,Your trans lives are worthless. ,2,Your trans lives worthless ,Your trans lives worthless 
hatecheck-data,Your gay lives are worthless. ,2,Your gay lives worthless ,Your gay lives worthless 
hatecheck-data,Your black lives are worthless. ,2,Your black lives worthless ,Your black lives worthless 
hatecheck-data,Your disabled lives are worthless. ,2,Your disabled lives worthless ,Your disabled lives worthless 
hatecheck-data,Your Muslim lives are worthless. ,2,Your Muslim lives worthless ,Your Muslim lives worthless 
hatecheck-data,Your immigrant lives are worthless. ,2,Your immigrant lives worthless ,Your immigrant lives worthless 
hatecheck-data,Female lives are worth absolutely nothing. ,2,Female lives worth absolutely nothing ,Female lives worth absolutely nothing 
hatecheck-data,Trans lives are worth absolutely nothing. ,2,Trans lives worth absolutely nothing ,Trans lives worth absolutely nothing 
hatecheck-data,Gay lives are worth absolutely nothing. ,2,Gay lives worth absolutely nothing ,Gay lives worth absolutely nothing 
hatecheck-data,Black lives are worth absolutely nothing. ,2,Black lives worth absolutely nothing ,Black lives worth absolutely nothing 
hatecheck-data,Disabled lives are worth absolutely nothing. ,2,Disabled lives worth absolutely nothing ,Disabled lives worth absolutely nothing 
hatecheck-data,Muslim lives are worth absolutely nothing. ,2,Muslim lives worth absolutely nothing ,Muslim lives worth absolutely nothing 
hatecheck-data,Immigrant lives are worth absolutely nothing. ,2,Immigrant lives worth absolutely nothing ,Immigrant lives worth absolutely nothing 
hatecheck-data,That is fitting for female vermin like you. ,2,That fitting female vermin like ,That fitting female vermin like 
hatecheck-data,That is fitting for trans vermin like you. ,2,That fitting trans vermin like ,That fitting trans vermin like 
